"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @CDCDirector: Vaccine effectiveness against this season’s dominant H3N2 #flu viruses was about 25%. However, the vaccine was better at p…",FALSE,0,NA,2018-03-10 01:32:42,FALSE,NA,"972284077058543617",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vjsmith8",55,TRUE,FALSE,NA,NA
"2","RT @TexasDSHS: #Flu activity continues to decrease across the state of Texas. It appears to have peaked in late January. Looking for the la…",FALSE,0,NA,2018-03-10 01:31:28,FALSE,NA,"972283764960264192",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Dickinson_EMS",2,TRUE,FALSE,NA,NA
"3","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-10 01:27:32,FALSE,NA,"972282774697730048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","USAGodBless13",26,TRUE,FALSE,NA,NA
"4","RT @EmoryMedicine: This Tuesday (3/13) - ""A Conversation with the Nation's Chief Flu Fighter"" -- Daniel Jernigan, Director of the Influenza…",FALSE,0,NA,2018-03-10 01:24:13,FALSE,NA,"972281940362645507",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Armstrws",2,TRUE,FALSE,NA,NA
"5","RT @KPbewelldoc: ☀️#Influenza B is still hitting hard especially #school-age #kids.
Keep them at home till 24 hrs after they no longer have…",FALSE,0,NA,2018-03-10 01:21:42,FALSE,NA,"972281308880822275",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SoyMimi9",34,TRUE,FALSE,NA,NA
"6","RT @epaultaylor: We have been thinking about the #flushot all wrong: It may not always prevent illness, but it will reduce risk of death. B…",FALSE,0,NA,2018-03-10 01:00:02,FALSE,NA,"972275853471121408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","s_scale",3,TRUE,FALSE,NA,NA
"7","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-10 00:55:48,FALSE,NA,"972274791666331648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rpennington9",26,TRUE,FALSE,NA,NA
"8","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-10 00:43:56,FALSE,NA,"972271801941151744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmazeGoody",26,TRUE,FALSE,NA,NA
"9","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-10 00:42:14,FALSE,NA,"972271374759809024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dbleekjour2",26,TRUE,FALSE,NA,NA
"10","ICYMI: Officials urge pharma to drop egg-based flu vaccine, invest in new technologies https://t.co/jxWJL4YuEN… https://t.co/V9vZSJr7Io",FALSE,2,NA,2018-03-10 00:13:09,TRUE,NA,"972264057070907393",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DonnaYoungDC",0,FALSE,FALSE,NA,NA
"11","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-09 23:44:11,FALSE,NA,"972256768234606592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","luvnmygirl",26,TRUE,FALSE,NA,NA
"12","RT @InfectDisNews: This #flu season has been one of the most severe in recent years, causing a disease burden throughout the U.S. comparabl…",FALSE,0,NA,2018-03-09 23:42:38,FALSE,NA,"972256378558599168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jdabanchpena",5,TRUE,FALSE,NA,NA
"13","RT @epaultaylor: We have been thinking about the #flushot all wrong: It may not always prevent illness, but it will reduce risk of death. B…",FALSE,0,NA,2018-03-09 23:32:37,FALSE,NA,"972253857437900800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sarahkbingler",3,TRUE,FALSE,NA,NA
"14","Yeah! Finally we have big drops in flu and #influenza flu like illness (ILI) after a very busy season! @TexasDSHS… https://t.co/WUjN3NtYm9",FALSE,1,NA,2018-03-09 23:27:33,TRUE,NA,"972252580092006400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrStephenPont",0,FALSE,FALSE,NA,NA
"15","RT @PainNewsNetwork: Do you suffer from a #cold or #flu? Be careful about your use of #acetaminophen. #paracetamol #chronicpain #OurPain #i…",FALSE,0,NA,2018-03-09 23:20:56,FALSE,NA,"972250916731719680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maryleejames2",2,TRUE,FALSE,NA,NA
"16","Indiana's latest influenza report shows the state has experienced 265 flu-related deaths, compared with 244 a week… https://t.co/UACe6wdCpB",FALSE,0,NA,2018-03-09 23:15:46,TRUE,NA,"972249616962990081",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","WNDU",0,FALSE,FALSE,NA,NA
"17","RT @ASHPOfficial: The FDA says the #flu vaccine made in cell cultures may have worked 20% better than vaccines made in eggs. https://t.co/I…",FALSE,0,NA,2018-03-09 23:11:26,FALSE,NA,"972248526473351168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LojainM",1,TRUE,FALSE,NA,NA
"18","The FDA says the #flu vaccine made in cell cultures may have worked 20% better than vaccines made in eggs.… https://t.co/XMbzz0hmIk",FALSE,3,NA,2018-03-09 23:05:05,TRUE,NA,"972246925536788480",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","ASHPOfficial",1,FALSE,FALSE,NA,NA
"19","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-09 23:02:35,FALSE,NA,"972246298425425920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Cie2011",26,TRUE,FALSE,NA,NA
"20","RT @SDDOH: #Influenza activity was at “WIDESPREAD” level in #SouthDakota again during the past week. See the full #flu report at https://t.…",FALSE,0,NA,2018-03-09 22:51:55,FALSE,NA,"972243614972563456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ArgusJHult",1,TRUE,FALSE,NA,NA
"21","#Influenza activity was at “WIDESPREAD” level in #SouthDakota again during the past week. See the full #flu report… https://t.co/pwiM77Gjnb",FALSE,0,NA,2018-03-09 22:51:20,TRUE,NA,"972243467521978368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SDDOH",1,FALSE,FALSE,NA,NA
"22","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-09 22:48:37,FALSE,NA,"972242784403861509",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KyleMason365",26,TRUE,FALSE,NA,NA
"23","RT @InfectDisNews: This #flu season has been one of the most severe in recent years, causing a disease burden throughout the U.S. comparabl…",FALSE,0,NA,2018-03-09 22:46:25,FALSE,NA,"972242230172880897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jch_c",5,TRUE,FALSE,NA,NA
"24","RT @PedroFrisneda: El #flu le da una tregua a #NuevaYork . Por segunda semana consecutiva se reducen los casos confirmados de personas infe…",FALSE,0,NA,2018-03-09 22:44:50,FALSE,NA,"972241830317314049",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","luisfcanarte",1,TRUE,FALSE,NA,NA
"25",".@BARDA Rick Bright emphasized there has not been a new class of #influenza antivirals approved by the #FDA for alm… https://t.co/mYlerlC5zM",FALSE,1,NA,2018-03-09 22:40:17,TRUE,NA,"972240684756492288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DonnaYoungDC",0,FALSE,FALSE,NA,NA
"26",".@SGottliebFDA: We must also consider what immediate &amp; intermediate steps we can take to enhance the production of… https://t.co/rOrGnjNdmA",FALSE,1,NA,2018-03-09 22:38:19,TRUE,NA,"972240191133048833",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DonnaYoungDC",0,FALSE,FALSE,NA,NA
"27","While investing in &amp; working toward the universal #flu vaccine is ""crucial,"" unfortunately ""that reality is still m… https://t.co/SNBTP5qg1C",FALSE,0,NA,2018-03-09 22:36:30,TRUE,NA,"972239735019143168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DonnaYoungDC",0,FALSE,FALSE,NA,NA
"28","While the NIAID Fauci said he believed cell-based vaccines ""are better,"" the recombinant DNA technologies are ""the… https://t.co/sRd54qSwgj",FALSE,0,NA,2018-03-09 22:34:51,TRUE,NA,"972239317799227393",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DonnaYoungDC",1,FALSE,FALSE,NA,NA
"29","#Flu vaccine has been made using egg-based technology for 70 years. U.S. officials say its time for #pharma &amp;… https://t.co/AabHUGHUED",FALSE,0,NA,2018-03-09 22:33:54,TRUE,NA,"972239077503328258",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DonnaYoungDC",0,FALSE,FALSE,NA,NA
"30","RT @CarrieHodousek: WV Health Officer @DrGuptaMD says fewer people are getting sick with the #flu, but the season isn't over just yet. This…",FALSE,0,NA,2018-03-09 22:30:02,FALSE,NA,"972238108107378688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meganrosswv",4,TRUE,FALSE,NA,NA
"31","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-09 22:29:13,FALSE,NA,"972237900988473344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","heroesofmine",26,TRUE,FALSE,NA,NA
"32","RT @greg_folkers: CDC Fluview: 2017-2018 Influenza Season Week 9 ending March 3, 2018  https://t.co/78BTxzlCjq https://t.co/u3ur1v1J8D",FALSE,0,NA,2018-03-09 22:21:29,FALSE,NA,"972235954634149888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ChrisAikman2",4,TRUE,FALSE,NA,NA
"33","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-09 22:14:57,FALSE,NA,"972234309535969280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ladydobe1",26,TRUE,FALSE,NA,NA
"34","RT @InfectDisNews: This #flu season has been one of the most severe in recent years, causing a disease burden throughout the U.S. comparabl…",FALSE,0,NA,2018-03-09 22:14:04,FALSE,NA,"972234086835281921",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","pinabertoglia",5,TRUE,FALSE,NA,NA
"35","RT @InfectDisNews: This #flu season has been one of the most severe in recent years, causing a disease burden throughout the U.S. comparabl…",FALSE,0,NA,2018-03-09 22:07:55,FALSE,NA,"972232541074788353",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IDinChildren",5,TRUE,FALSE,NA,NA
"36","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-09 22:03:48,FALSE,NA,"972231505232760832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KBuckaboo",26,TRUE,FALSE,NA,NA
"37","RT @Dr_Mike_Stevens: Decreasing #influenza activity is good news but seeing shift from H3N2--&gt; B; flu shot offers better protection against…",FALSE,0,NA,2018-03-09 21:48:04,FALSE,NA,"972227544710893568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrBerryGI",3,TRUE,FALSE,NA,NA
"38","RT @CarrieHodousek: WV Health Officer @DrGuptaMD says fewer people are getting sick with the #flu, but the season isn't over just yet. This…",FALSE,0,NA,2018-03-09 21:44:11,FALSE,NA,"972226568742428674",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","DrGuptaMD",4,TRUE,FALSE,NA,NA
"39","ICYMI: Officials urge pharma to drop egg-based flu vaccine, invest in new technologies https://t.co/jxWJL4YuEN #flu… https://t.co/hRpTgcI3Kx",FALSE,0,NA,2018-03-09 21:40:49,TRUE,NA,"972225718699556866",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DonnaYoungDC",0,FALSE,FALSE,NA,NA
"40","RT @CAPublicHealth: CDPH's weekly influenza report has been updated. To find the latest flu data, please visit https://t.co/6zRhOAfU4L

As…",FALSE,0,NA,2018-03-09 21:37:55,FALSE,NA,"972224990618664960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CA_OSHPD",2,TRUE,FALSE,NA,NA
"41","RT @IDHW: This #flu season in #Idaho continues to set records, and not the good kind. 2 more flu-related deaths in the past week for a seas…",FALSE,0,NA,2018-03-09 21:35:34,FALSE,NA,"972224399083438080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HHSRegion10",1,TRUE,FALSE,NA,NA
"42","#Flu illness this season has been substantial, with some of the highest influenza-like illness (ILI) levels and hos… https://t.co/8AFb0WdQXv",FALSE,0,NA,2018-03-09 21:30:15,TRUE,NA,"972223060500676608",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","DrNancyM_CDC",0,FALSE,FALSE,NA,NA
"43","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-09 21:26:35,FALSE,NA,"972222136973750272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","loisroy72",26,TRUE,FALSE,NA,NA
"44","RT @CDCgov: Influenza activity has declined significantly, but will likely continue for several more weeks. Help stop the spread of germs a…",FALSE,0,NA,2018-03-09 21:19:53,FALSE,NA,"972220452428025857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ThePhantom_____",350,TRUE,FALSE,NA,NA
"45","RT @CIDRAP: #Flu activity drops across country as season ebbs https://t.co/vI7dbZfLfX #influenza https://t.co/UHtJeNxhGG",FALSE,0,NA,2018-03-09 21:17:56,FALSE,NA,"972219960058699776",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","H7N9Influenza",1,TRUE,FALSE,NA,NA
"46","RT @thelonevirologi: Human #Influenza in Europe: Influenza A: 19253 (+1249) sentinel/60693 (+4771) non sentinel cases; Influenza B : 13452…",FALSE,0,NA,2018-03-09 21:09:10,FALSE,NA,"972217753942876160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ECDC_Flu",1,TRUE,FALSE,NA,NA
"47","That's because this flu season, the predominant strain was influenza H3N2 which doesn't grow as well in egg... https://t.co/NC0ZckyVr4",FALSE,0,NA,2018-03-09 21:07:43,FALSE,NA,"972217389294211074",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","dianejcarter",0,FALSE,FALSE,NA,NA
"48","#Flu activity drops across country as season ebbs https://t.co/vI7dbZfLfX #influenza https://t.co/UHtJeNxhGG",FALSE,0,NA,2018-03-09 21:01:09,FALSE,NA,"972215736486842368",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","CIDRAP",1,FALSE,FALSE,NA,NA
"49","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-09 20:57:56,FALSE,NA,"972214929880178688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarvinrMarvin",26,TRUE,FALSE,NA,NA
"50","Influenza Prevention: Information for Travelers | Seasonal Influenza (Flu) | CDC https://t.co/3QVLDj8pKg via @CDCgov",FALSE,0,NA,2018-03-09 20:49:38,FALSE,NA,"972212838512111617",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JoannaTierno",0,FALSE,FALSE,NA,NA
"51","RT @TexasDSHS: #Flu activity continues to decrease across the state of Texas. It appears to have peaked in late January. Looking for the la…",FALSE,0,NA,2018-03-09 20:48:58,FALSE,NA,"972212672845541376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TexasHHSC",2,TRUE,FALSE,NA,NA
"52","El #flu le da una tregua a #NuevaYork . Por segunda semana consecutiva se reducen los casos confirmados de personas… https://t.co/Rh6hthuiLU",FALSE,3,NA,2018-03-09 20:46:56,TRUE,NA,"972212161031393281",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PedroFrisneda",1,FALSE,FALSE,NA,NA
"53","Reported cases of flu continued to drop in week 9, but remain high compared to previous years.  Read the latest inf… https://t.co/tdwn63aN7b",FALSE,0,NA,2018-03-09 20:40:24,TRUE,NA,"972210516532826117",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_DCHealth",0,FALSE,FALSE,NA,NA
"54","#Flu activity continues to decrease across the state of Texas. It appears to have peaked in late January. Looking f… https://t.co/a4EuXpVRwT",FALSE,0,NA,2018-03-09 20:35:48,TRUE,NA,"972209358582018053",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TexasDSHS",2,FALSE,FALSE,NA,NA
"55","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-09 20:32:24,FALSE,NA,"972208503745105920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Catscan314",26,TRUE,FALSE,NA,NA
"56","RT @CIDRAP: NEWS SCAN: #MERS in Saudi health worker; @CEPIvaccines #vaccine partnership; #Tickborne disease blood tests; Global #flu still…",FALSE,0,NA,2018-03-09 20:29:18,FALSE,NA,"972207722958655489",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","warrior_mc14",2,TRUE,FALSE,NA,NA
"57","Iowa's flu death toll has hit 207, more than double what it was a year ago, @IAPublicHealth reports. The dominant A… https://t.co/azl1gxt4qn",FALSE,0,NA,2018-03-09 20:25:54,TRUE,NA,"972206867039641600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tonyleys",0,FALSE,FALSE,NA,NA
"58","RT @CDCgov: Influenza activity has declined significantly, but will likely continue for several more weeks. Help stop the spread of germs a…",FALSE,0,NA,2018-03-09 20:16:25,FALSE,NA,"972204478865772544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","THEPHANTOM___",350,TRUE,FALSE,NA,NA
"59","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-09 20:16:05,FALSE,NA,"972204395575283712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RitaWil92435229",26,TRUE,FALSE,NA,NA
"60","Human #Influenza in Europe: Influenza A: 19253 (+1249) sentinel/60693 (+4771) non sentinel cases; Influenza B : 134… https://t.co/zHi7GNsBJA",FALSE,0,NA,2018-03-09 19:57:10,TRUE,NA,"972199635988238337",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","thelonevirologi",1,FALSE,FALSE,NA,NA
"61","Flu-Free Tip: Wash your hands frequently. The flu virus can stay viable for up to 24 hours on non-porous surfaces.… https://t.co/x8NM7y0b2w",FALSE,0,NA,2018-03-09 19:55:07,TRUE,NA,"972199121116385280",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Medxcel",0,FALSE,FALSE,NA,NA
"62","RT @CDCgov: Influenza activity has declined significantly, but will likely continue for several more weeks. Help stop the spread of germs a…",FALSE,0,NA,2018-03-09 19:55:05,FALSE,NA,"972199110143918080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SuzieDault",350,TRUE,FALSE,NA,NA
"63","This #flu season in #Idaho continues to set records, and not the good kind. 2 more flu-related deaths in the past w… https://t.co/VV81FAy6Y5",FALSE,0,NA,2018-03-09 19:53:13,TRUE,NA,"972198640843333633",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IDHW",1,FALSE,FALSE,NA,NA
"64","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-09 19:41:52,FALSE,NA,"972195784602144768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YouGottaVote",26,TRUE,FALSE,NA,NA
"65","RT @ImmunologyAAI: AAI Committee on Public Affairs Chair Beth Garvy, Ph.D., released a statement today regarding the threat of influenza, t…",FALSE,0,NA,2018-03-09 19:40:30,FALSE,NA,"972195442195824640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LJustement",1,TRUE,FALSE,NA,NA
"66","RT @CDCgov: Influenza activity has declined significantly, but will likely continue for several more weeks. Help stop the spread of germs a…",FALSE,0,NA,2018-03-09 19:36:23,FALSE,NA,"972194406290870272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PscaMedia",350,TRUE,FALSE,NA,NA
"67","RT @ArtBellCom: Influenza B is trying to escape our vaccine https://t.co/4vbYQxGwHv #flu #vaccines #dmdn https://t.co/uZnOSiqD3f",FALSE,0,NA,2018-03-09 19:34:15,FALSE,NA,"972193870044856320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mikerfmoses",1,TRUE,FALSE,NA,NA
"68","Influenza B is trying to escape our vaccine https://t.co/4vbYQxGwHv #flu #vaccines #dmdn https://t.co/uZnOSiqD3f",FALSE,2,NA,2018-03-09 19:27:33,FALSE,NA,"972192184706322432",NA,"<a href=""http://midnightinthedesert.com"" rel=""nofollow"">Art Bell Com Tweet Article</a>","ArtBellCom",1,FALSE,FALSE,NA,NA
"69","RT @CAPublicHealth: CDPH's weekly influenza report has been updated. To find the latest flu data, please visit https://t.co/6zRhOAfU4L

As…",FALSE,0,NA,2018-03-09 19:20:21,FALSE,NA,"972190371785551872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CHHSAgency",2,TRUE,FALSE,NA,NA
"70","AAI Committee on Public Affairs Chair Beth Garvy, Ph.D., released a statement today regarding the threat of influen… https://t.co/cGPaRLmQUR",FALSE,0,NA,2018-03-09 19:18:23,TRUE,NA,"972189874576031744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ImmunologyAAI",1,FALSE,FALSE,NA,NA
"71","CDPH's weekly influenza report has been updated. To find the latest flu data, please visit https://t.co/6zRhOAfU4L… https://t.co/8jt55g4VIS",FALSE,1,NA,2018-03-09 19:17:25,TRUE,NA,"972189633449635840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CAPublicHealth",2,FALSE,FALSE,NA,NA
"72","RT @CarrieHodousek: WV Health Officer @DrGuptaMD says fewer people are getting sick with the #flu, but the season isn't over just yet. This…",FALSE,0,NA,2018-03-09 19:16:50,FALSE,NA,"972189485646696448",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WV_DHHR",4,TRUE,FALSE,NA,NA
"73","Officials urge pharma to drop egg-based flu vaccine, invest in new technologies 
https://t.co/jxWJL4YuEN #flu… https://t.co/7crPPLeLX1",FALSE,1,NA,2018-03-09 19:09:14,TRUE,NA,"972187571651530752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DonnaYoungDC",1,FALSE,FALSE,NA,NA
"74","RT @FOAMpodcast: It's flu season y'all!!! #FOAMed on flu controversies
Blog: https://t.co/8ceYuKBkBG
Podcast https://t.co/LFdrA1tQjq https:…",FALSE,0,NA,2018-03-09 19:09:12,FALSE,NA,"972187566081495040",NA,"<a href=""http://semanticearth.com/"" rel=""nofollow"">SemanticEarthApp</a>","SemanticEarth",36,TRUE,FALSE,NA,NA
"75","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-09 19:05:55,FALSE,NA,"972186739539398656",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JamesTLockhart",26,TRUE,FALSE,NA,NA
"76","RT @JanssenGlobal: There is a clear need to find new ways to limit #influenza outbreaks. #FightFlu. Learn more about #Janssen’s aim to deve…",FALSE,0,NA,2018-03-09 19:03:09,FALSE,NA,"972186040936022016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","melayne_mills",26,TRUE,FALSE,NA,NA
"77","#PODCAST: Dr Angela Campbell, from the @CDCgov Influenza Division, discusses preventing flu via #vaccination, treat… https://t.co/gV3irKCII4",FALSE,0,NA,2018-03-09 19:00:34,TRUE,NA,"972185392890998784",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Consultant360",0,FALSE,FALSE,NA,NA
"78","RT @DonnaYoungDC: ICYMI: Officials urge pharma to drop egg-based flu vaccine, invest in new technologies  https://t.co/jxWJL4YuEN #influenz…",FALSE,0,NA,2018-03-09 18:59:23,FALSE,NA,"972185095238045698",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","eveharris22",1,TRUE,FALSE,NA,NA
"79","RT @greg_folkers: CDC Fluview: 2017-2018 Influenza Season Week 9 ending March 3, 2018  https://t.co/78BTxzlCjq https://t.co/u3ur1v1J8D",FALSE,0,NA,2018-03-09 18:59:19,FALSE,NA,"972185079370932224",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","eveharris22",4,TRUE,FALSE,NA,NA
"80","RT @CDCgov: Influenza activity has declined significantly, but will likely continue for several more weeks. Help stop the spread of germs a…",FALSE,0,NA,2018-03-09 18:54:37,FALSE,NA,"972183895872598021",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TsehootsooiMC",350,TRUE,FALSE,NA,NA
"81","RT @InfectDisNews: This #flu season has been one of the most severe in recent years, causing a disease burden throughout the U.S. comparabl…",FALSE,0,NA,2018-03-09 18:51:43,FALSE,NA,"972183163840679936",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","HealioFM",5,TRUE,FALSE,NA,NA
